가맹점명,전화번호,주소,데이터기준일자
크로플각,064-759-0990,제주특별자치도 제주시 남광북5길 12,2024-05-20
세븐일레븐 제주법원점,,제주특별자치도 제주시 남광북5길 12,2024-05-20
사삼항아리,064-746-4505,제주특별자치도 제주시 남광북5길 20,2024-05-20
유생식당,064-751-3393,제주특별자치도 제주시 남광북5길 25,2024-05-20
제주지방검찰청구내,,제주특별자치도 제주시 남광북5길 3,2024-05-20
얼담,064-722-3100,제주특별자치도 제주시 남광북5길 6,2024-05-20
달콤한닭강정제주본점,064-744-5001,제주특별자치도 제주시 남녕로,2024-05-20
난타오천노형일호점,064-745-5001,제주특별자치도 제주시 남녕로,2024-05-20
가야성,064-749-0714,제주특별자치도 제주시 남녕로,2024-05-20
남녕주식회사,064-749-1000,제주특별자치도 제주시 남녕로 11,2024-05-20
배터지는생돈까스노형점,064-747-9852,제주특별자치도 제주시 남녕로 21,2024-05-20
신양장어,064-746-5552,제주특별자치도 제주시 남녕로 23,2024-05-20
제주보리빵,064-747-8515,제주특별자치도 제주시 남녕로 23,2024-05-20
GS25제주남녕점,,제주특별자치도 제주시 남녕로 28,2024-05-20
뚜레쥬르 제주남녕(3),064-745-5545,제주특별자치도 제주시 남녕로 32,2024-05-20
오빠생각타코야끼,,제주특별자치도 제주시 남녕로 32,2024-05-20
제주고기야,064-711-0238,제주특별자치도 제주시 남녕로 33,2024-05-20
신전떡볶이연동직영점,064-711-2260,제주특별자치도 제주시 남녕로 36,2024-05-20
솔라니빙떡,,제주특별자치도 제주시 남녕로 36,2024-05-20
제주축산업협동조합남녕로지점,064-744-0456,제주특별자치도 제주시 남녕로 37,2024-05-20
별이네국수,064-724-0949,제주특별자치도 제주시 남녕로 39,2024-05-20
파리바게뜨노형점,,제주특별자치도 제주시 남녕로 40,2024-05-20
보통,064-746-4624,제주특별자치도 제주시 남녕로 42,2024-05-20
식빵이야기,064-749-1468,제주특별자치도 제주시 남녕로 42,2024-05-20
청춘쌀핫도그남녕점,064-742-1900,제주특별자치도 제주시 남녕로 43,2024-05-20
예민떡집,064-744-2211,제주특별자치도 제주시 남녕로 43,2024-05-20
씨유(CU)제주월랑점,,제주특별자치도 제주시 남녕로 43-1,2024-05-20
해오름,064-744-0067,제주특별자치도 제주시 남녕로 45,2024-05-20
전설의떡볶이,064-743-1346,제주특별자치도 제주시 남녕로 47,2024-05-20
난타오천노형일호점,064-745-5001,제주특별자치도 제주시 남녕로 47,2024-05-20
장어통일노형점,064-746-8245,제주특별자치도 제주시 남녕로 47,2024-05-20
국밥어머니솜씨,064-749-4959,제주특별자치도 제주시 남녕로 47,2024-05-20
서울옛날떡볶이,064-904-1252,제주특별자치도 제주시 남녕로 47,2024-05-20
츄레리아,,제주특별자치도 제주시 남녕로 47,2024-05-20
다올김밥분식,064-743-2100,제주특별자치도 제주시 남녕로 48,2024-05-20
와인치킨베리웰,064-746-9999,제주특별자치도 제주시 남녕로 51,2024-05-20
런던사우나옥이네점빵,,제주특별자치도 제주시 남녕로 53,2024-05-20
하르방오메기,064-748-0058,제주특별자치도 제주시 남녕로 54,2024-05-20
코모도,,제주특별자치도 제주시 남녕로 54,2024-05-20
꼬꼬점빵현대해상점,,제주특별자치도 제주시 남녕로 5-5,2024-05-20
프랩 베이커리,070-4833-7049,제주특별자치도 제주시 남녕로 64,2024-05-20
씨유(CU)제주월랑초교점,,제주특별자치도 제주시 남녕로 66,2024-05-20
생각할때,064-723-2000,제주특별자치도 제주시 남녕로 7,2024-05-20
베지근,064-749-3700,제주특별자치도 제주시 남녕로 7,2024-05-20
돈앤삼겹,070-4312-6650,제주특별자치도 제주시 남녕로6길 3,2024-05-20
돈앤삼겹,070-4312-6650,제주특별자치도 제주시 남녕로6길 3,2024-05-20
모슬포유통,064-744-7598,제주특별자치도 제주시 남녕로6길 4,2024-05-20
아삼육,070-8621-1251,제주특별자치도 제주시 남녕로6길 6,2024-05-20
먹자,064-744-6022,제주특별자치도 제주시 남녕로8길 3-2,2024-05-20
오리한마당,064-726-5152,제주특별자치도 제주시 남성로,2024-05-20
비양축산,064-758-0802,제주특별자치도 제주시 남성로,2024-05-20
쌔맹,064-758-3363,제주특별자치도 제주시 남성로,2024-05-20
삼룡정,064-759-2200,제주특별자치도 제주시 남성로,2024-05-20
정필이오메기,064-755-1766,제주특별자치도 제주시 남성로 100,2024-05-20
크라운마트,064-723-9000,제주특별자치도 제주시 남성로 112,2024-05-20
이학,064-758-2226,제주특별자치도 제주시 남성로 113,2024-05-20
세븐일레븐 제주남성로점,,제주특별자치도 제주시 남성로 119,2024-05-20
해림,064-757-7698,제주특별자치도 제주시 남성로 12,2024-05-20
후윤식당,064-756-1590,제주특별자치도 제주시 남성로 120,2024-05-20
24시국수회관,064-702-1162,제주특별자치도 제주시 남성로 122-1,2024-05-20
꽁시,,제주특별자치도 제주시 남성로 124,2024-05-20
더벌브,,제주특별자치도 제주시 남성로 129,2024-05-20
비룡,064-758-6999,제주특별자치도 제주시 남성로 129-5,2024-05-20
제주곶자왈식품,064-756-6560,제주특별자치도 제주시 남성로 13,2024-05-20
성원칼국수,064-724-0303,제주특별자치도 제주시 남성로 132,2024-05-20
대전식당,064-721-7563,제주특별자치도 제주시 남성로 144,2024-05-20
지영야식당,064-726-7749,제주특별자치도 제주시 남성로 146,2024-05-20
만수정,,제주특별자치도 제주시 남성로 146,2024-05-20
또래오래 제주삼도점,064-901-1919,제주특별자치도 제주시 남성로 150,2024-05-20
스며듬,,제주특별자치도 제주시 남성로 153,2024-05-20
진이칼국수,,제주특별자치도 제주시 남성로 154,2024-05-20
보성이네전,,제주특별자치도 제주시 남성로 154,2024-05-20
길보트,,제주특별자치도 제주시 남성로 154-2,2024-05-20
올리다버거,064-757-7837,제주특별자치도 제주시 남성로 154-6,2024-05-20
사라치킨,,제주특별자치도 제주시 남성로 156-2,2024-05-20
시나브로,,제주특별자치도 제주시 남성로 157,2024-05-20
육림,064-756-8337,제주특별자치도 제주시 남성로 159,2024-05-20
육림,064-756-8337,제주특별자치도 제주시 남성로 159,2024-05-20
지에스25 제주남문점,,제주특별자치도 제주시 남성로 159,2024-05-20
불등불닭,064-726-6002,제주특별자치도 제주시 남성로 165,2024-05-20
제주행,064-902-9899,제주특별자치도 제주시 남성로 165,2024-05-20
영락마을회관식당,,제주특별자치도 제주시 남성로 165,2024-05-20
영양,064-753-4803,제주특별자치도 제주시 남성로 20-1,2024-05-20
수연정식,064-758-6280,제주특별자치도 제주시 남성로 20-1,2024-05-20
현마트,064-753-0228,제주특별자치도 제주시 남성로 21,2024-05-20
행복한집밥,064-758-7889,제주특별자치도 제주시 남성로 22,2024-05-20
제주신미짜장,,제주특별자치도 제주시 남성로 24,2024-05-20
불닭공장,064-757-9204,제주특별자치도 제주시 남성로 26,2024-05-20
충민정,064-702-1337,제주특별자치도 제주시 남성로 26-1,2024-05-20
빅스타피자용담점,064-900-4998,제주특별자치도 제주시 남성로 32,2024-05-20
길림성,064-724-6670,제주특별자치도 제주시 남성로 37,2024-05-20
진향식당,064-759-2472,제주특별자치도 제주시 남성로 38,2024-05-20
찌개한상,064-725-4492,제주특별자치도 제주시 남성로 41,2024-05-20
美 족발,064-747-8360,제주특별자치도 제주시 남성로 41,2024-05-20
멕시카나터미널점,064-759-9229,제주특별자치도 제주시 남성로 41,2024-05-20
오늘 회가 서쪽에서 뜨겠네,064-758-6280,제주특별자치도 제주시 남성로 42,2024-05-20
43번가정육식당,064-722-3577,제주특별자치도 제주시 남성로 43,2024-05-20
부가네얼큰이남성점,064-722-9299,제주특별자치도 제주시 남성로 46,2024-05-20
제주만석,064-722-0485,제주특별자치도 제주시 남성로 46-1,2024-05-20
남성로치킨하우스,,제주특별자치도 제주시 남성로 47,2024-05-20
씨유제주남성점,064-755-8666,제주특별자치도 제주시 남성로 47-1,2024-05-20
주식회사 대신축산유통,064-755-6734,제주특별자치도 제주시 남성로 53,2024-05-20
대신포크,,제주특별자치도 제주시 남성로 53,2024-05-20
대신축산유통,,제주특별자치도 제주시 남성로 53,2024-05-20
장호,064-724-6177,제주특별자치도 제주시 남성로 54,2024-05-20
어디가코왕갈비,,제주특별자치도 제주시 남성로 54,2024-05-20
영마트,064-756-8609,제주특별자치도 제주시 남성로 57,2024-05-20
지에스25 용담중앙점,,제주특별자치도 제주시 남성로 57,2024-05-20
(주)다모아미래컨벤션센터지점,064-751-3838,제주특별자치도 제주시 남성로 75,2024-05-20
용진,064-721-0029,제주특별자치도 제주시 남성로 8,2024-05-20
세븐일레븐 제주용담센터점,,제주특별자치도 제주시 남성로 83-1,2024-05-20
명당떡집용담점,064-745-2080,제주특별자치도 제주시 남성로 84,2024-05-20
정자나무집,064-751-7033,제주특별자치도 제주시 남성로 89,2024-05-20
삼룡정,064-759-2202,제주특별자치도 제주시 남성로 97,2024-05-20
소문난떡집,064-752-5949,제주특별자치도 제주시 남성로 98,2024-05-20
삼생이심야식당,064-783-5122,제주특별자치도 제주시 남성로 99,2024-05-20
신원 축산물 판매장,064-752-5421,제주특별자치도 제주시 남성로11길 11,2024-05-20
주전자,064-755-5421,제주특별자치도 제주시 남성로11길 3,2024-05-20
기프트축산,064-725-7666,제주특별자치도 제주시 남성로11길 4,2024-05-20
시조왕,064-751-7776,제주특별자치도 제주시 남성로22길 8-1,2024-05-20
초리,070-8657-0132,제주특별자치도 제주시 남성로25길 4-2,2024-05-20
제주돈삼겹 중앙점,064-722-3577,제주특별자치도 제주시 남성로26길 34,2024-05-20
시민명가,064-702-0782,제주특별자치도 제주시 남성로26길 46,2024-05-20
씨유제주용담중앙점,,제주특별자치도 제주시 남성로2길 3,2024-05-20
전통해장국,,제주특별자치도 제주시 남성로2길 5,2024-05-20
푸라닭제주터미널점,064-757-4388,제주특별자치도 제주시 남성로2길 7,2024-05-20
어가도,064-901-9986,제주특별자치도 제주시 남성로3길 23,2024-05-20
점순이네,064-900-9089,제주특별자치도 제주시 남성로4길 1,2024-05-20
삼도오리삼계,064-756-2591,제주특별자치도 제주시 남성로4길 10,2024-05-20
세컨드밀,064-757-7004,제주특별자치도 제주시 남성로4길 3,2024-05-20
와니피자치킨,064-727-8866,제주특별자치도 제주시 남성로4길 4,2024-05-20
돈세기,064-711-5175,제주특별자치도 제주시 남성로8길,2024-05-20
이올라니,,제주특별자치도 제주시 남성로8길 1,2024-05-20
성도떡방앗간,064-753-3853,제주특별자치도 제주시 남성로8길 5,2024-05-20
올레해물라면,,제주특별자치도 제주시 남성로9길 26,2024-05-20
세븐일레븐 제주정다운점,,제주특별자치도 제주시 남중서1길 28,2024-05-20
(주)제주여가마을쉴틈,,제주특별자치도 제주시 남학길 14,2024-05-20
봉그레,064-742-6478,제주특별자치도 제주시 남학길 8-3,2024-05-20
낭만주의,,제주특별자치도 제주시 내도1길 18-1,2024-05-20
제주1호돌짜장,,제주특별자치도 제주시 내도1길 23,2024-05-20
내도알작지,064-745-5510,제주특별자치도 제주시 내도7길 33,2024-05-20
내도바당,064-743-8339,제주특별자치도 제주시 내도중길 9-7,2024-05-20
이금돈지,064-711-8866,제주특별자치도 제주시 노연로,2024-05-20
후니참치,064-748-8887,제주특별자치도 제주시 노연로,2024-05-20
세븐일레븐 제주연동노연점,,제주특별자치도 제주시 노연로 101,2024-05-20
덮밥90도씨,064-803-0991,제주특별자치도 제주시 노연로 103,2024-05-20
한양화로신제주점,,제주특별자치도 제주시 노연로 103,2024-05-20
리스치킨,,제주특별자치도 제주시 노연로 103,2024-05-20
과일담 연동점,,제주특별자치도 제주시 노연로 103,2024-05-20
한식의 품격 신제주점,,제주특별자치도 제주시 노연로 103,2024-05-20
영갈분식,,제주특별자치도 제주시 노연로 103,2024-05-20
헤일리하우스,,제주특별자치도 제주시 노연로 106,2024-05-20
가치플레이스,,제주특별자치도 제주시 노연로 110,2024-05-20
슈,064-900-0910,제주특별자치도 제주시 노연로 114,2024-05-20
씨유(CU) 제주스카이점,,제주특별자치도 제주시 노연로 117-1,2024-05-20
일품순두부노연점,064-711-9200,제주특별자치도 제주시 노연로 119,2024-05-20
노연쭈꾸미,064-711-9200,제주특별자치도 제주시 노연로 119,2024-05-20
세븐일레븐제주드림타워점,,제주특별자치도 제주시 노연로 12,2024-05-20
세븐일레븐 제주드림타워점,,제주특별자치도 제주시 노연로 12,2024-05-20
세븐일레븐 제주드림타워점,,제주특별자치도 제주시 노연로 12,2024-05-20
세븐일레븐 제주드림타워점,,제주특별자치도 제주시 노연로 12,2024-05-20
세븐일레븐 제주용수리점,,제주특별자치도 제주시 노연로 129,2024-05-20
세븐일레븐제주한림고점,,제주특별자치도 제주시 노연로 129,2024-05-20
세븐일레븐제주타미우스CC점,,제주특별자치도 제주시 노연로 130,2024-05-20
(주)코리아세븐제주연동북타운점,,제주특별자치도 제주시 노연로 131,2024-05-20
족발슈퍼,064-749-9898,제주특별자치도 제주시 노연로 135,2024-05-20
부가네얼큰이연동점,064-724-5892,제주특별자치도 제주시 노연로 137,2024-05-20
제주고세호해장국 제주본점,,제주특별자치도 제주시 노연로 144,2024-05-20
씨유(CU)제주연동사거리점,064-713-6336,제주특별자치도 제주시 노연로 145,2024-05-20
연하국제,064-799-0991,제주특별자치도 제주시 노연로 145,2024-05-20
24시누름돌김치찌개,064-742-7076,제주특별자치도 제주시 노연로 146,2024-05-20
한마음떡집,064-746-0621,제주특별자치도 제주시 노연로 146,2024-05-20
모노마트 제주점,064-749-8806,제주특별자치도 제주시 노연로 17,2024-05-20
베이징덕,,제주특별자치도 제주시 노연로 25,2024-05-20
(주)코리아세븐제주노형오거리점,,제주특별자치도 제주시 노연로 25,2024-05-20
비비큐제주드림타워점,064-745-9278,제주특별자치도 제주시 노연로 28,2024-05-20
에스티엔홀덤월드아레나,,제주특별자치도 제주시 노연로 28,2024-05-20
씨유제주에코빌리지점,,제주특별자치도 제주시 노연로 30,2024-05-20
레몬비,,제주특별자치도 제주시 노연로 34,2024-05-20
교촌치킨제주지사,064-711-0331,제주특별자치도 제주시 노연로 37,2024-05-20
수라간떡방,064-744-6900,제주특별자치도 제주시 노연로 41,2024-05-20
정한슈퍼,064-747-2863,제주특별자치도 제주시 노연로 42,2024-05-20
홋카이도,064-747-4343,제주특별자치도 제주시 노연로 42,2024-05-20
이삭토스트 제주 노형점,064-742-7848,제주특별자치도 제주시 노연로 43,2024-05-20
대만샌드위치티앙웨이신제주본점,064-744-0046,제주특별자치도 제주시 노연로 48,2024-05-20
숙성도F&B,,제주특별자치도 제주시 노연로 48,2024-05-20
올리브영 제주연동신라점,064-746-7553,제주특별자치도 제주시 노연로 49,2024-05-20
이거스치킨피자밸리신제주점,064-744-9972,제주특별자치도 제주시 노연로 55,2024-05-20
더회전훠궈,,제주특별자치도 제주시 노연로 55,2024-05-20
규태네,,제주특별자치도 제주시 노연로 55,2024-05-20
바른곱창연동점,064-744-4649,제주특별자치도 제주시 노연로 61,2024-05-20
마라신화마라탕 신라점,064-749-5688,제주특별자치도 제주시 노연로 61,2024-05-20
GS25연동신라점,,제주특별자치도 제주시 노연로 61,2024-05-20
루스트익스프레스투스트플레이스픽차이나,064-747-9004,제주특별자치도 제주시 노연로 62,2024-05-20
한국맥도날드(유) 제주노형점,070-7017-0404,제주특별자치도 제주시 노연로 7,2024-05-20
한국맥도날드(유)제주노형점,070-7017-0404,제주특별자치도 제주시 노연로 7,2024-05-20
한국맥도날드 제주노형점,,제주특별자치도 제주시 노연로 7,2024-05-20
씨유제주그랜드점,064-742-6697,제주특별자치도 제주시 노연로 73,2024-05-20
아싸88분식,,제주특별자치도 제주시 노연로 77,2024-05-20
메종드쁘띠푸르연동점,064-710-8243,제주특별자치도 제주시 노연로 80,2024-05-20
갓포아키제주도점,064-744-8663,제주특별자치도 제주시 노연로 80,2024-05-20
주식회사콘타이와꼬란타이,,제주특별자치도 제주시 노연로 80,2024-05-20
샐러드바스켓 제주,,제주특별자치도 제주시 노연로 80,2024-05-20
GS25제주메종글래드호텔점,,제주특별자치도 제주시 노연로 80,2024-05-20
김북순큰남비집연동1호점,064-748-3004,제주특별자치도 제주시 노연로 87,2024-05-20
찐하오마라탕2호점,070-8900-1521,제주특별자치도 제주시 노연로 90,2024-05-20
노형돈뚜껑,,제주특별자치도 제주시 노형10길 10,2024-05-20
시드니양갈비,,제주특별자치도 제주시 노형10길 10,2024-05-20
두찜신제주점,064-749-0014,제주특별자치도 제주시 노형10길 17,2024-05-20
계짱치킨신제주점,064-712-9282,제주특별자치도 제주시 노형10길 21,2024-05-20
여부초밥신제주점,,제주특별자치도 제주시 노형10길 21,2024-05-20
탐라중식당,064-758-6280,제주특별자치도 제주시 노형10길 23,2024-05-20
샤론앤이든,,제주특별자치도 제주시 노형10길 4,2024-05-20
피즈노형,,제주특별자치도 제주시 노형10길 6,2024-05-20
GS25노형신도시점,,제주특별자치도 제주시 노형11길 12,2024-05-20
민타이,064-713-1315,제주특별자치도 제주시 노형11길 16,2024-05-20
카츠쿠,,제주특별자치도 제주시 노형11길 16,2024-05-20
우심 제주점,070-7799-9979,제주특별자치도 제주시 노형11길 18,2024-05-20
엠에이티(MAT),,제주특별자치도 제주시 노형11길 18,2024-05-20
베러먼데이 노형주민센터점,,제주특별자치도 제주시 노형11길 18,2024-05-20
마장동고기집,064-712-2786,제주특별자치도 제주시 노형11길 19,2024-05-20
미카도스시제주노형점,,제주특별자치도 제주시 노형11길 19,2024-05-20
올브렌스,070-7585-0853,제주특별자치도 제주시 노형11길 5-5,2024-05-20
까망꼬숑,,제주특별자치도 제주시 노형12길 23,2024-05-20
삼대국수회관노형점,064-722-3366,제주특별자치도 제주시 노형13길 11,2024-05-20
함쉐프키친시티점,064-712-0369,제주특별자치도 제주시 노형13길 16,2024-05-20
짬뽕연가,070-4833-8264,제주특별자치도 제주시 노형13길 16,2024-05-20
온달,064-751-6644,제주특별자치도 제주시 노형13길 7,2024-05-20
야끼니꾸풍하,,제주특별자치도 제주시 노형13길 7,2024-05-20
본도시락제주노형점,064-745-4282,제주특별자치도 제주시 노형14길 12,2024-05-20
국수대표,064-805-5011,제주특별자치도 제주시 노형14길 12,2024-05-20
파리바게뜨노형오거리점,,제주특별자치도 제주시 노형14길 14,2024-05-20
여흘,,제주특별자치도 제주시 노형1길 10,2024-05-20
테스그릭,,제주특별자치도 제주시 노형1길 12-13,2024-05-20
코시롱,064-742-2253,제주특별자치도 제주시 노형1길 12-2,2024-05-20
서리서리멸치국수 제주점,064-742-7421,제주특별자치도 제주시 노형1길 18,2024-05-20
보나뻬띠,070-8900-6082,제주특별자치도 제주시 노형1길 33,2024-05-20
그날의조각,,제주특별자치도 제주시 노형1길 39,2024-05-20
우나다,,제주특별자치도 제주시 노형1길 41,2024-05-20
블루메베이글노형점,,제주특별자치도 제주시 노형1길 43,2024-05-20
나유타,064-749-4688,제주특별자치도 제주시 노형1길 8-7,2024-05-20
라운드립스,,제주특별자치도 제주시 노형1길 8-8,2024-05-20
피자꾼신제주점,064-744-2178,제주특별자치도 제주시 노형1길 9,2024-05-20
피키오븐,064-758-5560,제주특별자치도 제주시 노형2길 25,2024-05-20
뉴욕버거 제주노형점,064-805-1638,제주특별자치도 제주시 노형2길 25,2024-05-20
피자베이,064-749-9111,제주특별자치도 제주시 노형2길 47,2024-05-20
신전떡볶이노형점,064-742-4730,제주특별자치도 제주시 노형2길 47-3,2024-05-20
스쿨떡볶이,064-745-2511,제주특별자치도 제주시 노형2길 51-1,2024-05-20
제주하멜,064-743-1653,제주특별자치도 제주시 노형2길 51-3,2024-05-20
제주하멜,064-743-1653,제주특별자치도 제주시 노형2길 51-3,2024-05-20
꼬신김밥노형점,064-712-1355,제주특별자치도 제주시 노형3길 10,2024-05-20
디저트39노형점,064-712-3933,제주특별자치도 제주시 노형3길 21,2024-05-20
제주노형3길보쌈족발이야기,064-742-9000,제주특별자치도 제주시 노형3길 3,2024-05-20
더육정육식당,064-742-9000,제주특별자치도 제주시 노형3길 3,2024-05-20
노형3길3갈비전복,,제주특별자치도 제주시 노형3길 3,2024-05-20
벼락떡볶이제주점,,제주특별자치도 제주시 노형3길 6-5,2024-05-20
양가형제노형,,제주특별자치도 제주시 노형4길 10,2024-05-20
김통일정육점,064-744-0715,제주특별자치도 제주시 노형4길 15,2024-05-20
티나케이크,,제주특별자치도 제주시 노형4길 18,2024-05-20
사계제과,064-747-8402,제주특별자치도 제주시 노형4길 21,2024-05-20
소나무커피,,제주특별자치도 제주시 노형4길 28,2024-05-20
한량,,제주특별자치도 제주시 노형4길 6,2024-05-20
겹겹의 의도,,제주특별자치도 제주시 노형5길 11,2024-05-20
씨유제주노형길점,064-747-8030,제주특별자치도 제주시 노형5길 15,2024-05-20
로우파이,064-744-5678,제주특별자치도 제주시 노형5길 21,2024-05-20
그린보이즈,,제주특별자치도 제주시 노형5길 23,2024-05-20
GS25제주노형중점,,제주특별자치도 제주시 노형5길 42,2024-05-20
명작숯불닭갈비,064-711-9293,제주특별자치도 제주시 노형5길 44,2024-05-20
젤라떼리아섬,064-744-6808,제주특별자치도 제주시 노형5길 7,2024-05-20
빈입니다,064-745-8671,제주특별자치도 제주시 노형5길 8,2024-05-20
뚜레쥬르 제주노형타운점,064-742-2345,제주특별자치도 제주시 노형6길 2.,2024-05-20
광어공방,064-712-1511,제주특별자치도 제주시 노형6길 20,2024-05-20
너야말로진정회신제주점,,제주특별자치도 제주시 노형6길 23,2024-05-20
빽다방 탐라도서관점,064-725-3100,제주특별자치도 제주시 노형6길 27,2024-05-20
피자알볼로노형점,064-712-8495,제주특별자치도 제주시 노형6길 9,2024-05-20
비니프,,제주특별자치도 제주시 노형7길 3-3,2024-05-20
다원,064-711-0646,제주특별자치도 제주시 노형7길 7,2024-05-20
디뷰,070-4139-9999,제주특별자치도 제주시 노형7길 9-16,2024-05-20
프롬더럭노형점,064-743-7977,제주특별자치도 제주시 노형8길 14,2024-05-20
노형농원,,제주특별자치도 제주시 노형8길 14,2024-05-20
미스터킴팝,064-745-1909,제주특별자치도 제주시 노형8길 17,2024-05-20
딤섬9898,070-4548-9898,제주특별자치도 제주시 노형8길 17,2024-05-20
홍대개미,064-748-3369,제주특별자치도 제주시 노형8길 19,2024-05-20
품다올밥상제주점,064-711-1613,제주특별자치도 제주시 노형8길 22,2024-05-20
포케올데이제주노형점,,제주특별자치도 제주시 노형8길 22,2024-05-20
던킨도너츠신제주점,064-745-0145,제주특별자치도 제주시 노형8길 3,2024-05-20
애월연어노형점,064-744-0711,제주특별자치도 제주시 노형8길 7,2024-05-20
루스트플레이스아이파크점,064-712-9004,제주특별자치도 제주시 노형8길 9,2024-05-20
노형 봉개족탕 순대,064-742-2607,제주특별자치도 제주시 노형9길 16,2024-05-20
산지해장국노형직영점,,제주특별자치도 제주시 노형9길 16-1,2024-05-20
그랜마스,064-747-5535,제주특별자치도 제주시 노형9길 6,2024-05-20
걸작떡볶이제주노형점,064-747-2821,제주특별자치도 제주시 노형9길 7,2024-05-20
탕수육,064-746-8990,제주특별자치도 제주시 노형9길 8,2024-05-20
밀면맛있는집,,제주특별자치도 제주시 노형9길 8,2024-05-20
원조칠성통황금닭갈비칼국수,,제주특별자치도 제주시 노형9길 9,2024-05-20
한국물류센타베스트마트점,064-702-9080,제주특별자치도 제주시 노형동,2024-05-20
오마트,064-711-0890,제주특별자치도 제주시 노형동,2024-05-20
백록마트,064-711-4588,제주특별자치도 제주시 노형동,2024-05-20
맥도날드제주노형점,064-711-7885,제주특별자치도 제주시 노형동,2024-05-20
연우네,064-712-5646,제주특별자치도 제주시 노형동,2024-05-20
정든마트,064-742-0067,제주특별자치도 제주시 노형동,2024-05-20
보신각,064-742-4422,제주특별자치도 제주시 노형동,2024-05-20
제일마트,064-745-4989,제주특별자치도 제주시 노형동,2024-05-20
기라,064-745-9292,제주특별자치도 제주시 노형동,2024-05-20
씨유노형아이파크점,064-746-3119,제주특별자치도 제주시 노형동,2024-05-20
대성수산,064-747-0272,제주특별자치도 제주시 노형동,2024-05-20
치킨명가,064-748-9992,제주특별자치도 제주시 노형동,2024-05-20
농협은행(주)노형지점,064-720-4507,제주특별자치도 제주시 노형로,2024-05-20
유퉁의국밥집,064-742-5680,제주특별자치도 제주시 노형로 120-1,2024-05-20
노랑 해바라기 김밥,,제주특별자치도 제주시 노형로 121,2024-05-20
세븐일레븐 제주평화로점,,제주특별자치도 제주시 노형로 121,2024-05-20
스카이마트,,제주특별자치도 제주시 노형로 157,2024-05-20
씨유제주서부중앙점,,제주특별자치도 제주시 노형로 2,2024-05-20
365편의점,064-748-5945,제주특별자치도 제주시 노형로 203,2024-05-20
평화로빵,064-721-5919,제주특별자치도 제주시 노형로 21,2024-05-20
미르슈퍼,064-712-4690,제주특별자치도 제주시 노형로 22,2024-05-20
해안정육식당(축산물센타),064-749-8879,제주특별자치도 제주시 노형로 22,2024-05-20
해안정육식당,064-749-8879,제주특별자치도 제주시 노형로 22,2024-05-20
해안정육식당,064-749-8879,제주특별자치도 제주시 노형로 22,2024-05-20
서부관광휴게소,064-746-1274,제주특별자치도 제주시 노형로 27,2024-05-20
토담이네,064-746-5669,제주특별자치도 제주시 노형로 27-10,2024-05-20
대나무집,064-711-5292,제주특별자치도 제주시 노형로 301,2024-05-20
마므레노형본점,,제주특별자치도 제주시 노형로 301,2024-05-20
주식회사 전철우고향랭면,064-711-7222,제주특별자치도 제주시 노형로 308-1,2024-05-20
전철우고향랭면해장국신제주직영점,064-711-7222,제주특별자치도 제주시 노형로 308-1,2024-05-20
주식회사 춘심이네유통 신제주유통센터점,064-744-4010,제주특별자치도 제주시 노형로 336,2024-05-20
짬뽕지존제주점,064-744-7778,제주특별자치도 제주시 노형로 336,2024-05-20
소뭇,,제주특별자치도 제주시 노형로 340,2024-05-20
114화교반점,,제주특별자치도 제주시 노형로 342-1,2024-05-20
씨유노형대화점,064-748-0695,제주특별자치도 제주시 노형로 349,2024-05-20
제이델링 제주점,,제주특별자치도 제주시 노형로 362,2024-05-20
미쇼니분식노형점,064-712-8144,제주특별자치도 제주시 노형로 377,2024-05-20
GS25노형사랑점,,제주특별자치도 제주시 노형로 379,2024-05-20
서부관광편의점,064-746-1274,제주특별자치도 제주시 노형로 39,2024-05-20
GS25제주서부관광점,,제주특별자치도 제주시 노형로 39,2024-05-20
푸른밤의해안속초식당,064-753-3919,제주특별자치도 제주시 노형로 40,2024-05-20
(주)고기는한우다,,제주특별자치도 제주시 노형로 401,2024-05-20
오리정,064-743-5262,제주특별자치도 제주시 노형로 407,2024-05-20
미스앤미스터포테이토제주노형씨지브이점,,제주특별자치도 제주시 노형로 407,2024-05-20
지에스25 노형타워점,,제주특별자치도 제주시 노형로 407,2024-05-20
씨유서부관광점,064-748-3877,제주특별자치도 제주시 노형로 41,2024-05-20
옵서예휴게소,064-751-2714,제주특별자치도 제주시 노형로 41,2024-05-20
화남정,064-746-8152,제주특별자치도 제주시 노형로 44,2024-05-20
비에이치씨무수천점,064-747-0280,제주특별자치도 제주시 노형로 44,2024-05-20
레몬비 펄리호텔점,064-900-5251,제주특별자치도 제주시 노형로 79,2024-05-20
제주서부휴게소점,,제주특별자치도 제주시 노형로 89,2024-05-20
씨유(CU)제주서부휴게소점,,제주특별자치도 제주시 노형로 89,2024-05-20
금조원가든,064-713-0459,제주특별자치도 제주시 논세2길 11,2024-05-20
올레삼계탕금조원,064-713-7172,제주특별자치도 제주시 논세2길 11,2024-05-20
서부회센타,064-744-8971,제주특별자치도 제주시 논세길 46,2024-05-20
테라피쉬,064-712-3453,제주특별자치도 제주시 능선길 220,2024-05-20
탕탕이2호점,064-900-5317,제주특별자치도 제주시 다랑곶1길 15,2024-05-20
60계치킨 제주노형점,064-747-0858,제주특별자치도 제주시 다랑곶1길 16,2024-05-20
